256;s;1140000000;6.447037586229128E-5
256;s;1150000000;6.502553524497098E-5
256;s;1150000000;6.501524183408563E-5
256;s;1160000000;6.5569952682235E-5
256;s;1170000000;6.6124446207763E-5
256;s;1170000000;6.611424541607898E-5
256;s;1140000000;6.440907218731514E-5
256;s;1140000000;6.439913908519328E-5
256;s;1180000000;6.664787723686938E-5
256;s;1150000000;6.550785529540654E-5
256;s;1120000000;6.323885711575477E-5
256;s;1130000000;6.379333218542972E-5
256;s;1140000000;6.434773970097492E-5
256;s;1140000000;6.433731716773586E-5
256;s;1190000000;6.771218034913529E-5
256;s;1140000000;6.431648222692999E-5
256;s;1170000000;6.599829758237518E-5
256;s;1140000000;6.429595087789353E-5
256;s;1160000000;6.541350924304163E-5
256;s;1190000000;6.709449272616764E-5
