8;s;230000000;1.3068256069636758E-5
8;s;250000000;1.420413385748481E-5
8;s;230000000;1.3067350259528938E-5
8;s;230000000;1.3066860283448606E-5
8;s;230000000;1.3066392613284204E-5
8;s;230000000;1.3065932399138102E-5
8;s;230000000;1.3065442529378784E-5
8;s;230000000;1.3064982382155279E-5
8;s;220000000;1.2496478265216166E-5
8;s;240000000;1.363201068749638E-5
8;s;240000000;1.3631491927032895E-5
8;s;230000000;1.3063045666135814E-5
8;s;230000000;1.306258568772242E-5
8;s;230000000;1.3062140578164418E-5
8;s;240000000;1.3629564342333767E-5
8;s;230000000;1.306118369532688E-5
8;s;230000000;1.3060723848029959E-5
8;s;250000000;1.4195931105442833E-5
8;s;240000000;1.3627590874738024E-5
8;s;230000000;1.3059262935199937E-5
