32;c3;300000000;4.363661752213831E-5
32;c3;290000000;4.217789180352665E-5
32;c3;300000000;4.3627669831611734E-5
32;c3;270000000;3.926062072495463E-5
32;c3;280000000;4.071057399001428E-5
32;c3;300000000;4.361409665756101E-5
32;c3;300000000;4.360978545439216E-5
32;c3;290000000;4.215140785702243E-5
32;c3;280000000;4.06935340881015E-5
32;c3;290000000;4.2142648505607156E-5
32;c3;290000000;4.213830080934598E-5
32;c3;290000000;4.213395401006275E-5
32;c3;280000000;4.067680390729756E-5
32;c3;290000000;4.212501833890884E-5
32;c3;290000000;4.2120551924473494E-5
32;c3;280000000;4.066416194792954E-5
32;c3;300000000;4.356387335110739E-5
32;c3;280000000;4.065524641435247E-5
32;c3;280000000;4.06512917673875E-5
32;c3;280000000;4.064686583630926E-5
