64;s;340000000;1.927378640336407E-5
64;s;340000000;1.9272890525447018E-5
64;s;350000000;1.983884059548264E-5
64;s;340000000;1.927101163742385E-5
64;s;320000000;1.8136538664266597E-5
64;s;340000000;1.9269176798097566E-5
64;s;340000000;1.9268204911692116E-5
64;s;350000000;1.9833950169183593E-5
64;s;340000000;1.926638152422011E-5
64;s;330000000;1.8698801406829824E-5
64;s;330000000;1.8697869066188755E-5
64;s;350000000;1.9830073269287862E-5
64;s;320000000;1.812948988147846E-5
64;s;320000000;1.812862714172734E-5
64;s;360000000;2.0393607963477314E-5
64;s;350000000;1.9826164192361377E-5
64;s;350000000;1.9825209623270037E-5
64;s;350000000;1.9824255146093433E-5
64;s;330000000;1.8690614819278746E-5
64;s;340000000;1.9256070051317428E-5
