128;s;510000000;2.8882223953897174E-5
128;s;510000000;2.8880310367068744E-5
128;s;520000000;2.9444590094500148E-5
128;s;540000000;3.0575031410182734E-5
128;s;500000000;2.830840306636622E-5
128;s;510000000;2.8872642209085486E-5
128;s;530000000;3.0002898393203267E-5
128;s;500000000;2.9435006373810993E-5
128;s;510000000;2.8867053070095996E-5
128;s;510000000;2.8865108818630334E-5
128;s;510000000;2.886327917412537E-5
128;s;530000000;2.9993186453492452E-5
128;s;530000000;2.9991149781460714E-5
128;s;500000000;2.8291760477429114E-5
128;s;520000000;2.9421516407587582E-5
128;s;510000000;2.88538242632374E-5
128;s;480000000;2.7154850535176846E-5
128;s;510000000;2.8850282308497766E-5
128;s;500000000;2.8282814569948492E-5
128;s;520000000;2.9412213874306905E-5
