2048;c3;250310000000;0.030529258374781376
2048;c3;251600000000;0.029704805543322853
2048;c3;247370000000;0.028329555982853617
2048;c3;249160000000;0.02764460549630144
2048;c3;253150000000;0.027236889389071674
2048;c3;253940000000;0.02646060033906747
2048;c3;253670000000;0.025669826948511592
2048;c3;255620000000;0.025153927828832842
2048;c3;254610000000;0.024372103174375263
2048;c3;251560000000;0.023430987285084772
2048;c3;250350000000;0.02274391451522348
2048;c3;258770000000;0.02282103517915884
2048;c3;275740000000;0.02348168277161181
2048;c3;271280000000;0.022342963835992366
2048;c3;272420000000;0.021723961668475535
2048;c3;269930000000;0.020903594724423047
2048;c3;250490000000;0.01894962677957716
2048;c3;249170000000;0.01846098905617573
2048;c3;260630000000;0.018826559874715938
2048;c3;261270000000;0.018403209696710148
