8;c1;270000000;6.789781328805471E-6
8;c1;270000000;6.7896566872963265E-6
8;c1;280000000;7.0409873475972005E-6
8;c1;280000000;7.040854558576139E-6
8;c1;280000000;7.040700529586407E-6
8;c1;300000000;7.543455963944292E-6
8;c1;270000000;6.788992578876779E-6
8;c1;270000000;6.7886409442546985E-6
8;c1;260000000;6.537089813328372E-6
8;c1;280000000;7.039804816383034E-6
8;c1;280000000;7.03967207196154E-6
8;c1;290000000;7.2909221231466915E-6
8;c1;290000000;7.290744324658354E-6
8;c1;270000000;6.787801265246156E-6
8;c1;290000000;7.290454733315166E-6
8;c1;280000000;7.038937643308371E-6
8;c1;270000000;6.787425866226372E-6
8;c1;290000000;7.290058873509937E-6
8;c1;300000000;7.541277180648278E-6
8;c1;270000000;6.787019799496354E-6
